"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.531550266E1,-2.088175058E0,-2.733789444E0,2.117265463E-1
3.532054505E1,-2.101017237E0,-2.656548500E0,2.025383115E-1
3.532558750E1,-2.032044888E0,-2.636718750E0,2.261618972E-1
3.533067750E1,-2.010349274E0,-2.578602791E0,2.395847440E-1
3.533576750E1,-1.969132185E0,-2.515673637E0,2.566614747E-1
3.534085750E1,-1.870501518E0,-2.553102493E0,2.005420327E-1
3.534594750E1,-1.647693396E0,-2.590316772E0,2.767281532E-1
3.535085750E1,-1.434933424E0,-2.636837006E0,3.409022093E-1
3.535587724E1,-1.212360620E0,-2.659310341E0,3.893284798E-1
3.536091979E1,-9.802111387E-1,-2.648159981E0,4.598157406E-1
3.536596234E1,-7.289678454E-1,-2.651261330E0,4.567568302E-1
3.537102182E1,-4.106652737E-1,-2.711674690E0,4.571293592E-1
3.537606521E1,-1.115175486E-1,-2.767166138E0,4.610270262E-1
3.538110860E1,8.731830120E-2,-2.812983513E0,4.352142811E-1
3.538615198E1,3.149044514E-1,-2.834792137E0,4.086493850E-1
3.539124198E1,4.708320498E-1,-2.789597511E0,3.672449589E-1
3.539633198E1,6.458359361E-1,-2.706164360E0,3.684421182E-1
3.540142198E1,7.728419900E-1,-2.551055908E0,4.647794366E-1
3.540652177E1,8.663277626E-1,-2.391324997E0,4.840444326E-1
3.541155313E1,9.403616190E-1,-2.212597847E0,5.170323253E-1
3.541660412E1,1.028606057E0,-2.000559807E0,6.114475131E-1
3.542165510E1,1.102226734E0,-1.769590378E0,7.241231203E-1
3.542670610E1,1.175456524E0,-1.510129929E0,8.261654973E-1
3.543174047E1,1.233757019E0,-1.308280945E0,9.509438872E-1
3.543679063E1,1.310596943E0,-1.087450027E0,1.098380804E0
3.544184078E1,1.358021021E0,-8.715591431E-1,1.220480442E0
3.544689094E1,1.457149029E0,-6.797227859E-1,1.307767510E0
3.545180094E1,1.621959925E0,-5.597124100E-1,1.518037558E0
3.545681276E1,1.728863955E0,-4.110670090E-1,1.717307687E0
3.546185443E1,1.763441801E0,-2.720804214E-1,1.872311592E0
3.546689610E1,1.869257689E0,-1.475276947E-1,2.026219130E0
3.547198610E1,1.946084261E0,-2.307224274E-2,2.203172684E0
3.547707610E1,1.970217228E0,1.060247421E-1,2.327228069E0
3.548216610E1,1.941961527E0,2.732076645E-1,2.336462021E0
3.548725610E1,1.837254643E0,4.114809036E-1,2.417694330E0
3.549216610E1,1.761048555E0,5.543556213E-1,2.365557671E0
3.549718760E1,1.627648115E0,7.400684357E-1,2.246985435E0
3.550222964E1,1.441524148E0,9.111900330E-1,2.062222958E0
3.550727167E1,1.346059084E0,1.024713516E0,1.902062774E0
3.551233266E1,1.312306881E0,1.142875671E0,1.781029463E0
3.551737563E1,1.306594491E0,1.251314163E0,1.751894951E0
3.552241865E1,1.452929854E0,1.402646065E0,1.723936558E0
3.552750865E1,1.684054971E0,1.501162529E0,1.659089565E0
3.553259865E1,1.990070820E0,1.609121323E0,1.648103237E0
3.553768865E1,2.313461781E0,1.673920631E0,1.762416959E0
3.554275969E1,2.601397991E0,1.714757919E0,1.882299900E0
3.554781740E1,2.844249725E0,1.765173912E0,1.964298010E0
3.555286568E1,3.061126947E0,1.739095688E0,2.199531078E0
3.555791396E1,3.118145943E0,1.756207466E0,2.300459385E0
3.556296229E1,3.282704830E0,1.706531525E0,2.348123789E0
3.556800453E1,3.640918255E0,1.580635071E0,2.490068436E0
3.557305250E1,3.834336519E0,1.416882515E0,2.711335897E0
3.557810047E1,3.978520155E0,1.416181564E0,2.934897900E0
3.558314849E1,4.016276836E0,1.635730743E0,3.098382473E0
3.558819188E1,3.991250038E0,1.917409897E0,3.091931820E0
3.559323969E1,3.827437878E0,2.495444298E0,2.911158085E0
3.559828745E1,3.472733021E0,3.340715408E0,2.456410646E0
3.560333516E1,2.927575111E0,4.333283424E0,1.828878641E0
3.560837922E1,2.507820368E0,5.229031563E0,1.187059641E0
3.561342682E1,2.174736500E0,5.707653999E0,6.748332977E-1
3.561847438E1,1.966127157E0,5.760098457E0,1.873036027E-1
3.562352193E1,1.814860582E0,5.425157547E0,-2.994478941E-1
3.562856646E1,1.735678434E0,4.751112938E0,-6.756080389E-1
3.563361391E1,1.628644347E0,3.881858826E0,-1.008876204E0
3.563866136E1,1.508767605E0,3.051969528E0,-1.299952030E0
3.564370875E1,1.375889063E0,2.294919014E0,-1.467921615E0
3.564875375E1,1.115198493E0,1.615447998E0,-1.499099612E0
3.565380104E1,9.180505872E-1,1.080358505E0,-1.445447326E0
3.565884828E1,6.984030008E-1,6.750125885E-1,-1.339392424E0
3.566389563E1,4.425821900E-1,3.655633926E-1,-1.231991529E0
3.566894099E1,1.747912169E-1,3.764677048E-1,-1.231478810E0
3.567398823E1,-1.572751403E-1,6.162996292E-1,-1.279106259E0
3.567903542E1,-5.054304600E-1,1.008135796E0,-1.378765345E0
3.568408260E1,-7.025224566E-1,1.379578590E0,-1.510640979E0
3.568912823E1,-9.153473377E-1,1.749701500E0,-1.621914864E0
3.569417537E1,-1.139101744E0,2.209378242E0,-1.707659960E0
3.569922250E1,-1.417106390E0,2.552952766E0,-1.801775217E0
3.570426958E1,-1.845387220E0,2.718518257E0,-1.971594572E0
3.570931552E1,-2.247942924E0,2.826084137E0,-2.165241241E0
3.571436261E1,-2.602216244E0,2.928592682E0,-2.484367847E0
3.571940964E1,-2.899741173E0,2.959337234E0,-2.796487331E0
3.572445672E1,-3.016932487E0,2.904263496E0,-3.132122993E0
3.572936672E1,-3.026403427E0,2.859337807E0,-3.436307907E0
3.573430333E1,-3.004184723E0,2.776647568E0,-3.685305119E0
3.573933870E1,-2.960073948E0,2.747142792E0,-3.880055904E0
3.574437401E1,-2.913295269E0,2.603406906E0,-3.978713751E0
3.574946401E1,-2.806116104E0,2.422063828E0,-4.015346050E0
3.575455401E1,-2.633835793E0,2.250973701E0,-4.033450603E0
3.575964401E1,-2.477291107E0,2.080497742E0,-3.889639616E0
3.576473401E1,-2.374189377E0,1.834038734E0,-3.731976509E0
3.576972057E1,-2.257197618E0,1.655077934E0,-3.353727579E0
3.577476016E1,-2.207104683E0,1.466917992E0,-2.907167912E0
3.577979979E1,-2.141986370E0,1.264682770E0,-2.510641098E0
3.578483938E1,-2.123767376E0,9.956989288E-1,-2.186745167E0
3.578992938E1,-2.132906914E0,6.599779129E-1,-1.991900921E0
3.579501938E1,-2.193240643E0,3.197231293E-1,-1.872448444E0
3.580010938E1,-2.209214687E0,-7.287693024E-2,-1.780374527E0
3.580519938E1,-2.219232082E0,-4.555835724E-1,-1.739482164E0
3.581010938E1,-2.238152266E0,-8.618431091E-1,-1.663762689E0
3.581513568E1,-2.237312078E0,-1.181584358E0,-1.668747187E0
3.582017641E1,-2.174177885E0,-1.390951157E0,-1.716424942E0
3.582521714E1,-2.115613699E0,-1.628756523E0,-1.668456078E0
3.583028203E1,-1.994866371E0,-1.875788689E0,-1.669056416E0
3.583532401E1,-1.893534184E0,-2.132015228E0,-1.670439720E0
3.584036594E1,-1.773102999E0,-2.320889473E0,-1.601396680E0
3.584540787E1,-1.600102425E0,-2.519002914E0,-1.529196262E0
3.585046912E1,-1.474963665E0,-2.688083649E0,-1.420372248E0
3.585551203E1,-1.292231202E0,-2.799492836E0,-1.284342051E0
3.586055495E1,-1.090078831E0,-2.925054550E0,-1.140095234E0
3.586559787E1,-9.256389141E-1,-3.045660973E0,-9.584721327E-1
3.587068787E1,-7.747947574E-1,-3.142226219E0,-8.107117414E-1
3.587577787E1,-6.183686852E-1,-3.205247879E0,-6.484194398E-1
3.588086787E1,-4.513341486E-1,-3.210886955E0,-5.812611580E-1
3.588595787E1,-4.124130905E-1,-3.235723972E0,-5.375161767E-1
3.589100037E1,-3.772788942E-1,-3.279721737E0,-5.506209135E-1
3.589605104E1,-2.933351398E-1,-3.295017719E0,-5.536855459E-1
3.590110177E1,-2.275331914E-1,-3.262502193E0,-5.278241038E-1
3.590615240E1,-1.940840185E-1,-3.296986103E0,-6.217495799E-1
3.591118771E1,-8.338773251E-2,-3.264430523E0,-5.821226835E-1
3.591623766E1,5.208206177E-2,-3.222291470E0,-5.098546147E-1
3.592128755E1,1.356703639E-1,-3.089262009E0,-4.863593578E-1
3.592633745E1,2.103798389E-1,-2.961072922E0,-4.783539176E-1
3.593124745E1,2.943328023E-1,-2.818536758E0,-4.333268106E-1
3.593625979E1,4.793988168E-1,-2.790760994E0,-2.852407098E-1
3.594130125E1,7.129335999E-1,-2.705452919E0,-1.390373707E-1
3.594634271E1,5.933587551E-1,-2.600969315E0,-3.732913733E-2
3.595140542E1,5.797737837E-1,-2.563414574E0,2.641516924E-1
3.595644797E1,6.288488507E-1,-2.554497719E0,4.264101386E-1
3.596149047E1,5.113278627E-1,-2.612474442E0,5.647517443E-1
3.596653302E1,3.325409889E-1,-2.718161583E0,6.222420335E-1
3.597162302E1,4.449820518E-2,-2.828472137E0,6.279327273E-1
3.597671302E1,-1.384405643E-1,-2.924272537E0,7.159615159E-1
3.598180302E1,-3.410996199E-1,-2.981731415E0,7.577251196E-1
3.598689302E1,-5.304298401E-1,-3.048746109E0,7.725539207E-1
3.599181912E1,-7.792877555E-1,-3.101461411E0,7.849887609E-1
3.599686365E1,-1.000885129E0,-3.182891369E0,7.703738213E-1
3.600190818E1,-1.191392779E0,-3.226078510E0,7.958800197E-1
3.600695276E1,-1.303299904E0,-3.231102467E0,8.615466952E-1
3.601196714E1,-1.336696625E0,-3.178879261E0,8.953850865E-1
3.601701021E1,-1.286545515E0,-3.098161697E0,1.050213814E0
3.602205323E1,-1.167272329E0,-2.965106010E0,1.206542492E0
3.602709620E1,-1.055272937E0,-2.779788971E0,1.297459841E0
3.603218620E1,-9.120727181E-1,-2.604430199E0,1.404163241E0
3.603727620E1,-7.565639019E-1,-2.429453850E0,1.531400204E0
3.604236620E1,-5.932074189E-1,-2.254843712E0,1.621648431E0
3.604746620E1,-3.739922345E-1,-2.080573082E0,1.693830013E0
3.605237620E1,-1.800091267E-1,-1.901782036E0,1.680275679E0
3.605738458E1,-3.961814940E-2,-1.670642853E0,1.738827109E0
3.606242745E1,5.679734051E-2,-1.463671684E0,1.773069382E0
3.606747042E1,2.050126195E-1,-1.232975006E0,1.859129667E0
3.607252875E1,3.430744112E-1,-9.881229401E-1,1.877141476E0
3.607757245E1,4.757726789E-1,-7.864799500E-1,1.931950092E0
3.608261615E1,5.124217868E-1,-5.036268234E-1,2.042396545E0
3.608765985E1,4.771753550E-1,-2.305212021E-1,2.141353369E0
3.609271594E1,5.133550763E-1,-3.887176514E-2,2.185635567E0
3.609776031E1,5.875092745E-1,1.288299561E-1,2.313848019E0
3.610280464E1,6.183454990E-1,3.921918869E-1,2.420513153E0
3.610784896E1,5.630474091E-1,6.363286972E-1,2.505604267E0
3.611290313E1,6.607356071E-1,8.373651505E-1,2.588204861E0
3.611794792E1,6.819826365E-1,1.033620834E0,2.711396217E0
3.612299276E1,7.750689983E-1,1.229885101E0,2.827389002E0
3.612803760E1,9.162130952E-1,1.473981857E0,2.926731825E0
3.613312760E1,1.053188682E0,1.722805023E0,3.033504248E0
3.613821760E1,1.172137260E0,1.928467751E0,3.095716000E0
3.614330761E1,1.168207884E0,2.105318069E0,3.013520241E0
3.614840662E1,9.702575207E-1,2.291623116E0,2.806506157E0
3.615343448E1,6.982367039E-1,2.372589111E0,2.594422817E0
3.615848636E1,5.289684534E-1,2.329298019E0,2.486658573E0
3.616353828E1,4.337967336E-1,2.171504974E0,2.468530655E0
3.616859021E1,2.646924555E-1,1.966304779E0,2.640472889E0
3.617362182E1,7.878544182E-2,1.761545181E0,2.916601181E0
3.617867271E1,4.770751111E-3,1.533354759E0,3.157899857E0
3.618372360E1,-1.444835365E-1,1.286555290E0,3.493595123E0
3.618877448E1,-1.924855411E-1,1.069056511E0,3.770169735E0
3.619368448E1,-1.498902589E-1,9.429502487E-1,4.069410801E0
3.619869469E1,-8.332841098E-2,8.414821625E-1,4.370089531E0
3.620373693E1,4.498507455E-2,7.407274246E-1,4.667510033E0
3.620877917E1,1.917278767E-1,6.693668365E-1,4.904610634E0
3.621383953E1,5.435706973E-1,7.804584503E-1,4.928287983E0
3.621888271E1,1.024420857E0,1.092940331E0,4.757988930E0
3.622392589E1,1.311165571E0,1.740570068E0,4.403313160E0
3.622896901E1,1.166615605E0,2.541244507E0,3.922050953E0
3.623402672E1,9.072489142E-1,3.585683823E0,3.285820246E0
3.623907057E1,7.577187419E-1,4.548218727E0,3.189465523E0
3.624411448E1,8.036831021E-1,5.294620514E0,3.247397423E0
3.624915833E1,7.292640805E-1,5.881841660E0,3.348263502E0
3.625421386E1,5.004357100E-1,6.084542274E0,3.189417839E0
3.625925828E1,3.027650118E-1,5.495902061E0,2.774480581E0
3.626430281E1,1.935384125E-1,4.403224945E0,2.436348677E0
3.626934724E1,5.524367094E-3,3.256122589E0,2.187027931E0
3.627440104E1,-5.248324275E-1,2.264760971E0,1.645449638E0
3.627944599E1,-1.116727352E0,1.443428993E0,9.024062157E-1
3.628449094E1,-1.655532360E0,7.063665390E-1,1.238754988E-1
3.628953583E1,-2.173870087E0,1.452255249E-1,-9.177461267E-1
3.629458818E1,-2.699566841E0,-3.204307556E-1,-2.163859606E0
3.629963349E1,-3.055842400E0,-7.612380981E-1,-3.375854969E0
3.630467886E1,-3.391238928E0,-9.084386826E-1,-4.511047363E0
3.630972417E1,-4.027567863E0,-5.514059067E-1,-5.392179012E0
3.631481417E1,-4.985594749E0,9.875106812E-2,-5.490457535E0
3.631990417E1,-5.795334816E0,8.499250412E-1,-5.338589668E0
3.632499417E1,-6.259617805E0,1.591296196E0,-5.031839371E0
3.633009292E1,-6.591430187E0,2.331787109E0,-4.626384258E0
3.633500292E1,-6.735446930E0,2.994439125E0,-4.298971176E0
3.634000724E1,-6.687052727E0,3.583462715E0,-4.092933655E0
3.634505156E1,-6.375287056E0,3.959992409E0,-4.183518887E0
3.635009594E1,-5.684657574E0,4.248684883E0,-4.210625648E0
3.635515000E1,-4.790053368E0,4.464183807E0,-4.124789238E0
3.636019484E1,-3.999732733E0,4.559005737E0,-3.996053219E0
3.636523974E1,-3.378528357E0,4.600535393E0,-4.091457367E0
3.637028458E1,-2.781546116E0,4.455191612E0,-4.257336140E0
3.637533719E1,-2.174293518E0,4.090044022E0,-4.656749249E0
3.638038245E1,-1.780377626E0,3.563110352E0,-5.051533222E0
3.638542771E1,-1.264595270E0,2.994384766E0,-5.677318573E0
3.639047297E1,-6.027710438E-1,2.441579819E0,-6.201324940E0
3.639556297E1,-1.101210117E-1,1.900043488E0,-6.625088692E0
3.640065297E1,3.483142853E-1,1.489469528E0,-6.979793072E0
3.640574297E1,9.068544507E-1,1.128412247E0,-7.262639523E0
3.641084172E1,1.446442723E0,8.598041534E-1,-7.250341415E0
3.641575172E1,1.841008306E0,5.831050873E-1,-6.931613445E0
3.642075610E1,2.230834961E0,3.362417221E-1,-6.566892624E0
3.642580047E1,2.669668436E0,1.717090607E-1,-6.089742184E0
3.643084484E1,3.058083057E0,-6.851959229E-2,-5.476421356E0
3.643589896E1,3.439694881E0,-3.940315247E-1,-4.711912155E0
3.644094380E1,3.524024487E0,-6.900558472E-1,-4.005916119E0
3.644598865E1,3.474407673E0,-8.945684433E-1,-3.472043037E0
3.645103349E1,3.267137527E0,-1.055599213E0,-2.936990738E0
3.645612349E1,2.992886066E0,-1.249792099E0,-2.447608709E0
3.646121349E1,2.685224533E0,-1.501077652E0,-2.161174536E0
3.646630599E1,2.434795618E0,-1.708998680E0,-1.890861630E0
3.647135719E1,2.102782965E0,-1.911907196E0,-1.698804617E0
3.647643026E1,1.712474108E0,-2.114604950E0,-1.504042268E0
3.648148250E1,1.340090513E0,-2.331453323E0,-1.306965590E0
3.648653479E1,9.515125751E-1,-2.428524971E0,-9.786685109E-1
3.649158703E1,6.705600023E-1,-2.558997154E0,-7.250605822E-1
3.649649703E1,4.490767121E-1,-2.727606773E0,-5.221075416E-1
3.650150417E1,2.288076282E-1,-2.900800705E0,-3.366510570E-1
3.650654755E1,4.313930869E-2,-3.092908859E0,-7.279910892E-2
3.651159089E1,-1.512327194E-1,-3.208246231E0,2.363757938E-1
3.651664797E1,-2.830260992E-1,-3.328184605E0,5.674214959E-1
3.652169203E1,-4.483669400E-1,-3.457480907E0,8.203808069E-1
3.652673604E1,-4.177888930E-1,-3.529160976E0,1.048680663E0
3.653178010E1,-3.204508722E-1,-3.610264301E0,1.357973218E0
3.653683516E1,-3.090660572E-1,-3.657763004E0,1.591086268E0
3.654187974E1,-3.593011498E-1,-3.652595043E0,1.748690724E0
3.654692438E1,-4.282982349E-1,-3.613966465E0,1.975017786E0
3.655196896E1,-4.206304550E-1,-3.594536304E0,2.112776041E0
3.655702229E1,-2.407395244E-1,-3.575172901E0,2.215080976E0
3.656206734E1,-4.130631685E-2,-3.565483570E0,2.239228249E0
3.656711240E1,4.437798262E-2,-3.522454739E0,2.218874216E0
3.657215745E1,4.085785151E-2,-3.460505009E0,2.206672668E0
3.657720948E1,1.005962491E-2,-3.460947514E0,2.116567612E0
3.658225490E1,1.432268322E-1,-3.466299534E0,2.024674654E0
3.658730026E1,2.633677721E-1,-3.462205410E0,1.849430442E0
3.659234568E1,3.323529363E-1,-3.496489048E0,1.724358797E0
3.659743568E1,3.886520565E-1,-3.439975262E0,1.601465821E0
3.660252568E1,3.558402359E-1,-3.369284153E0,1.509092093E0
3.660761568E1,3.389264643E-1,-3.346580029E0,1.385012150E0
3.661271443E1,3.520408571E-1,-3.338303089E0,1.224344373E0
3.661766245E1,3.804839551E-1,-3.320487499E0,1.083713174E0
3.662271078E1,3.433606923E-1,-3.254907131E0,9.544636011E-1
3.662775912E1,3.550584018E-1,-3.203754902E0,8.073190451E-1
3.663280745E1,3.053562045E-1,-3.085689545E0,6.418341398E-1
3.663777136E1,3.850291073E-1,-2.972497940E0,4.670701921E-1
3.664281542E1,4.507132769E-1,-2.825923920E0,3.167357445E-1
3.664785953E1,4.924347103E-1,-2.698595047E0,9.896040708E-2
3.665290365E1,5.340269804E-1,-2.523533821E0,1.869639196E-2
3.665799365E1,6.520231962E-1,-2.358201027E0,2.734105289E-2
3.666308365E1,7.744163871E-1,-2.183465004E0,5.230279267E-2
3.666817365E1,8.295711875E-1,-2.004136086E0,1.507435888E-1
3.667327307E1,9.272716045E-1,-1.805877686E0,3.752023578E-1
3.667818307E1,1.071510077E0,-1.603051186E0,6.105338335E-1
3.668318953E1,1.214976549E0,-1.419594765E0,8.478860855E-1
3.668823313E1,1.381482840E0,-1.212444305E0,1.120731592E0
3.669327677E1,1.570860386E0,-1.024667740E0,1.314588547E0
3.669833302E1,1.702005506E0,-8.036384583E-1,1.520836115E0
3.670337729E1,1.841895580E0,-5.254821777E-1,1.715823293E0
3.670842156E1,2.004880905E0,-2.046127319E-1,1.971661568E0
3.671346578E1,2.138582706E0,1.302156448E-1,2.112007380E0
3.671852021E1,2.243203163E0,4.502906799E-1,2.175869703E0
3.672356495E1,2.338087559E0,7.460651398E-1,2.278642178E0
3.672860974E1,2.294400692E0,1.074950218E0,2.320445061E0
3.673365448E1,1.940310955E0,1.389077187E0,2.096371651E0
3.673870740E1,1.644262433E0,1.669337273E0,1.884006023E0
3.674375255E1,1.420670271E0,1.939682961E0,1.683325171E0
3.674879776E1,1.126252413E0,2.204903603E0,1.398203254E0
3.675384292E1,8.091363311E-1,2.321530342E0,1.291109085E0
3.675889453E1,5.168750286E-1,2.433231354E0,1.179754615E0
3.676394005E1,1.006333530E-1,2.621321678E0,1.006288290E0
3.676898552E1,-5.793420970E-2,2.684861183E0,9.996761680E-1
3.677403104E1,1.593779027E-2,2.628800392E0,1.083052874E0
3.677908177E1,4.936034679E-1,2.553721428E0,1.284812570E0
3.678412750E1,1.164226532E0,2.560071945E0,1.499551773E0
3.678917323E1,1.803162098E0,2.614268303E0,1.698681235E0
3.679421901E1,2.358153820E0,2.673206329E0,1.915761709E0
3.679930901E1,2.753009558E0,2.760789871E0,2.141092539E0
3.680439901E1,3.155111074E0,2.929596901E0,2.293539762E0
3.680948901E1,3.325103283E0,3.026500702E0,2.382601738E0
3.681458750E1,3.583295107E0,3.008565903E0,2.570618868E0
3.681961318E1,3.824545860E0,2.914203644E0,2.766543150E0
3.682466568E1,4.082593441E0,2.867862701E0,2.994059086E0
3.682971818E1,4.343924046E0,2.950778961E0,3.047397375E0
3.683477068E1,4.499758720E0,3.191467285E0,2.974322796E0
3.683980052E1,4.264327526E0,3.651875496E0,2.770305157E0
3.684485188E1,3.624389410E0,4.456051826E0,2.311702728E0
3.684990323E1,2.748238802E0,5.244864464E0,1.929241300E0
3.685495458E1,1.908380985E0,5.812686920E0,1.657163382E0
3.685998781E1,1.300178409E0,5.944594383E0,1.414750218E0
3.686503823E1,9.796731472E-1,5.578985214E0,1.159299612E0
3.687008870E1,8.747409582E-1,4.855154991E0,7.767827511E-1
3.687513917E1,7.990313768E-1,3.964827538E0,2.193119079E-1
3.688017511E1,7.575191259E-1,3.252541542E0,-4.227423072E-1
3.688522484E1,8.741725683E-1,2.655930519E0,-9.828629494E-1
3.689027453E1,1.053108096E0,2.031394958E0,-1.437895060E0
3.689532427E1,1.132288456E0,1.508071899E0,-1.716440558E0
3.690036245E1,1.169562578E0,9.758214951E-1,-1.842374086E0
3.690541156E1,1.203416348E0,5.589694977E-1,-1.848499894E0
3.691046073E1,1.177074671E0,2.573060989E-1,-1.747795582E0
3.691550984E1,1.153575540E0,8.973693848E-2,-1.648921013E0
3.692054964E1,1.066608310E0,-4.918193817E-2,-1.598454595E0
3.692559833E1,8.162634373E-1,-1.021423340E-1,-1.585799098E0
3.693064698E1,5.459820032E-1,-2.141857147E-2,-1.701148987E0
3.693569568E1,2.888235748E-1,1.689538956E-1,-1.786391735E0
3.694073698E1,-2.379069924E-1,2.776050568E-1,-1.879946947E0
3.694578526E1,-6.908107996E-1,3.860321045E-1,-1.995954394E0
3.695083360E1,-1.023193240E0,6.617279053E-1,-2.355209351E0
3.695588188E1,-1.125411272E0,8.367471695E-1,-2.906455278E0
3.696092427E1,-1.504186869E0,1.317768097E0,-3.431660891E0
3.696597224E1,-1.953988910E0,1.850983620E0,-3.990564108E0
3.697102026E1,-2.374916315E0,2.383733749E0,-4.466381073E0
3.697606823E1,-2.762377739E0,2.772500992E0,-4.727353096E0
3.698111146E1,-3.159625053E0,3.026978493E0,-4.999947548E0
3.698615927E1,-3.509702444E0,3.056411743E0,-5.007899284E0
3.699120703E1,-3.745911837E0,2.961474419E0,-4.852299690E0
3.699625479E1,-3.854087114E0,2.656217575E0,-4.447152138E0
3.700129870E1,-3.896259308E0,2.389595032E0,-3.896894455E0
3.700634630E1,-3.876966953E0,2.094631195E0,-3.386616468E0
3.701139386E1,-3.862904549E0,1.819215775E0,-2.847779989E0
3.701644141E1,-3.762901306E0,1.534659386E0,-2.369648457E0
3.702148594E1,-3.724806309E0,1.178816795E0,-1.936237693E0
3.702653339E1,-3.662290096E0,8.187398911E-1,-1.651564837E0
3.703158078E1,-3.551163197E0,4.352998734E-1,-1.490661263E0
3.703662818E1,-3.515508175E0,3.808498383E-2,-1.381049156E0
3.704167318E1,-3.498001575E0,-4.015884399E-1,-1.279394031E0
3.704672047E1,-3.517991781E0,-7.880268097E-1,-1.257653952E0
3.705176776E1,-3.461504459E0,-1.202602386E0,-1.229998231E0
3.705681505E1,-3.305189371E0,-1.621377945E0,-1.172774553E0
3.706186042E1,-3.106662750E0,-1.996527672E0,-1.067297339E0
3.706690761E1,-2.904689074E0,-2.352025032E0,-9.904637337E-1
3.707195479E1,-2.642360687E0,-2.683126450E0,-9.089006186E-1
3.707700198E1,-2.358057261E0,-3.028122902E0,-8.037419319E-1
3.708204760E1,-1.994200587E0,-3.257880211E0,-7.034849524E-1
3.708709474E1,-1.531480312E0,-3.463410854E0,-6.080781221E-1
3.709214182E1,-1.141869545E0,-3.673434734E0,-5.414228439E-1
3.709718896E1,-8.057600260E-1,-3.797091007E0,-4.264758229E-1
3.710209896E1,-5.947987437E-1,-3.954082012E0,-3.341462314E-1
3.710711745E1,-3.935258687E-1,-4.063027859E0,-3.417763412E-1
3.711215672E1,-1.204011440E-1,-4.162261486E0,-3.674887717E-1
3.711719594E1,8.618324995E-2,-4.223097324E0,-3.920581043E-1
3.712228594E1,2.313622236E-1,-4.255138874E0,-3.247123063E-1
3.712737594E1,3.247860670E-1,-4.220176220E0,-3.421913087E-1
3.713246594E1,3.903219104E-1,-4.132640362E0,-3.679751456E-1
3.713755594E1,5.044007301E-1,-4.069119930E0,-4.403729439E-1
3.714260922E1,5.615275502E-1,-3.972198963E0,-4.255633354E-1
3.714765755E1,6.141517162E-1,-3.846681118E0,-5.155442953E-1
3.715270583E1,6.812305450E-1,-3.702146053E0,-5.338085294E-1
3.715775417E1,7.915725112E-1,-3.548147678E0,-4.714930654E-1
3.716279641E1,9.114899635E-1,-3.360775471E0,-3.384948969E-1
3.716784443E1,1.036331415E0,-3.240492344E0,-2.210111320E-1
3.717289245E1,1.118417501E0,-3.187213421E0,-1.140057445E-1
3.717794047E1,1.244011641E0,-3.062160492E0,1.165745854E-1
3.718298365E1,1.365502596E0,-2.975432396E0,3.085411191E-1
3.718803146E1,1.325446606E0,-2.917402267E0,4.668865800E-1
3.719307927E1,1.228954673E0,-2.792434692E0,7.692925930E-1
